Datum;Kurs
2015-08-07;42,295
2015-08-10;43,01
2015-08-11;41,835
2015-08-12;40,96
2015-08-13;41,85
2015-08-14;42,09
2015-08-17;42,345
2015-08-18;42,72
2015-08-19;41,995
2015-08-20;41,07
2015-08-21;39,305
2015-08-24;36,55
2015-08-25;37,71
2015-08-26;36,25
2015-08-27;38,84
2015-08-28;39,175
2015-08-31;39,005
2015-09-01;37,67
2015-09-02;37,925
2015-09-03;39,435
2015-09-04;38,29
2015-09-07;38,51
2015-09-08;38,875
2015-09-09;39,28
2015-09-10;38,29
2015-09-11;38,185
2015-09-14;38,095
2015-09-15;39,06
2015-09-16;39,17
2015-09-17;39,43
2015-09-18;38,52
2015-09-21;39,54
2015-09-22;39,18
2015-09-23;39,33
2015-09-24;38,575
2015-09-25;39,875
2015-09-28;39,155
2015-09-29;38,61
2015-09-30;39,37
2015-10-01;39,42
2015-10-02;39,435
2015-10-05;41,51
2015-10-06;41,81
2015-10-07;40,97
2015-10-08;41,31
2015-10-09;41,37
2015-10-12;41,175
2015-10-13;41,275
2015-10-14;40,83
2015-10-15;41,16
2015-10-16;41,585
2015-10-19;42,00
2015-10-20;41,775
2015-10-21;42,19
2015-10-22;43,535
2015-10-23;48,195
2015-10-26;48,455
2015-10-27;48,91
2015-10-28;48,075
2015-10-29;48,82
2015-10-30;48,69
2015-11-02;47,96
2015-11-03;49,105
2015-11-04;49,865
2015-11-05;49,865
2015-11-06;50,56
2015-11-09;50,06
2015-11-10;50,11
2015-11-11;49,98
2015-11-12;49,57
2015-11-13;49,00
2015-11-16;49,505
2015-11-17;49,915
2015-11-18;50,23
2015-11-19;50,68
2015-11-20;50,29
2015-11-23;51,07
2015-11-24;50,87
2015-11-25;50,84
2015-11-26;50,80
2015-11-27;50,99
2015-11-30;51,65
2015-12-01;51,69
2015-12-02;52,52
2015-12-03;50,41
2015-12-04;50,74
2015-12-07;51,09
2015-12-08;51,18
2015-12-09;50,63
2015-12-10;50,71
2015-12-11;49,875
2015-12-14;48,99
2015-12-15;50,50
2015-12-16;50,71
2015-12-17;51,47
2015-12-18;50,80
2015-12-21;49,95
2015-12-22;50,05
2015-12-23;51,13
2015-12-28;50,20
2015-12-29;51,83
2015-12-30;51,99
2016-01-04;49,53
2016-01-05;51,36
2016-01-06;50,55
2016-01-07;48,80
2016-01-08;47,815
2016-01-11;48,10
2016-01-12;48,41
2016-01-13;49,155
2016-01-14;48,23
2016-01-15;46,69
2016-01-18;46,92
2016-01-19;46,505
2016-01-20;45,91
2016-01-21;47,555
2016-01-22;48,17
2016-01-25;48,17
2016-01-26;48,40
2016-01-27;47,785
2016-01-28;47,045
2016-01-29;50,35
2016-02-01;50,51
2016-02-02;49,505
2016-02-03;46,995
2016-02-04;46,29
2016-02-05;45,54
2016-02-08;43,735
2016-02-09;44,155
2016-02-10;44,13
2016-02-11;43,045
2016-02-12;44,895
2016-02-15;45,74
2016-02-16;45,115
2016-02-17;46,81
2016-02-18;47,26
2016-02-19;46,875
2016-02-22;48,28
2016-02-23;46,675
2016-02-24;45,855
2016-02-25;46,315
2016-02-26;46,85
2016-02-29;47,40
2016-03-01;47,765
2016-03-02;48,305
2016-03-03;47,365
2016-03-04;47,205
2016-03-07;46,425
2016-03-08;46,62
2016-03-09;47,845
2016-03-10;46,655
2016-03-11;47,26
2016-03-14;48,15
2016-03-15;48,005
2016-03-16;48,745
2016-03-17;48,38
2016-03-18;47,785
2016-03-21;47,505
2016-03-22;48,00
2016-03-23;48,41
2016-03-24;48,38
2016-03-29;48,495
2016-03-30;48,735
2016-03-31;48,585
2016-04-01;48,425
2016-04-04;48,635
2016-04-05;48,25
2016-04-06;48,105
2016-04-07;47,935
2016-04-08;48,105
2016-04-11;47,83
2016-04-12;47,695
2016-04-13;48,92
2016-04-14;49,26
2016-04-15;49,365
2016-04-18;49,54
2016-04-19;49,455
2016-04-20;49,595
2016-04-21;49,54
2016-04-22;46,185
2016-04-25;46,085
2016-04-26;45,41
2016-04-27;45,065
2016-04-28;44,72
2016-04-29;43,48
2016-05-02;43,45
2016-05-03;43,505
2016-05-04;43,345
2016-05-05;44,01
2016-05-06;43,58
2016-05-09;43,995
2016-05-10;44,31
2016-05-11;44,77
2016-05-12;44,55
2016-05-13;46,00
2016-05-17;44,98
2016-05-18;45,115
2016-05-19;44,54
2016-05-20;45,54
2016-05-23;44,88
2016-05-24;46,08
2016-05-25;46,785
2016-05-26;46,375
2016-05-27;46,875
2016-05-30;47,20
2016-05-31;47,015
2016-06-01;47,11
2016-06-02;46,825
2016-06-03;45,715
2016-06-06;45,93
2016-06-07;46,32
2016-06-08;45,665
2016-06-09;45,39
2016-06-10;45,90
2016-06-13;44,63
2016-06-14;44,325
2016-06-15;44,40
2016-06-16;44,745
2016-06-17;44,43
2016-06-20;44,80
2016-06-21;45,27
2016-06-22;45,42
2016-06-23;45,76
2016-06-24;45,20
2016-06-27;44,25
2016-06-28;44,375
2016-06-29;45,055
2016-06-30;46,095
2016-07-01;46,23
2016-07-04;46,26
2016-07-05;45,965
2016-07-06;46,06
2016-07-07;46,505
2016-07-08;47,305
2016-07-11;47,75
2016-07-12;48,00
2016-07-13;48,155
2016-07-14;48,435
2016-07-15;48,33
2016-07-18;48,935
2016-07-19;48,61
2016-07-20;51,44
2016-07-21;50,92
2016-07-22;51,30
2016-07-25;51,33
2016-07-26;51,65
2016-07-27;51,33
2016-07-28;50,39
2016-07-29;50,68
2016-08-01;50,75
2016-08-02;50,25
2016-08-03;51,07
2016-08-04;51,30
2016-08-05;52,38
2016-08-08;52,32
2016-08-09;52,55
2016-08-10;52,11
2016-08-11;52,15
2016-08-12;52,02
2016-08-15;52,23
2016-08-16;50,73
2016-08-17;50,82
2016-08-18;50,90
2016-08-19;50,89
2016-08-22;50,76
2016-08-23;51,24
2016-08-24;51,42
2016-08-25;51,61
2016-08-26;51,96
2016-08-29;52,18
2016-08-30;52,12
2016-08-31;51,63
2016-09-01;51,14
2016-09-02;51,86
2016-09-05;51,73
2016-09-06;51,16
2016-09-07;51,27
2016-09-08;51,05
2016-09-09;51,05
2016-09-12;50,18
2016-09-13;49,96
2016-09-14;50,17
2016-09-15;50,68
2016-09-16;51,10
2016-09-19;51,40
2016-09-20;50,90
2016-09-21;51,51
2016-09-22;51,51
2016-09-23;51,24
2016-09-26;50,48
2016-09-27;51,32
2016-09-28;51,62
2016-09-29;51,63
2016-09-30;51,53
2016-10-04;51,33
2016-10-05;51,61
2016-10-06;51,60
2016-10-07;51,76
2016-10-10;52,11
2016-10-11;51,87
2016-10-12;51,66
2016-10-13;51,43
2016-10-14;52,34
2016-10-17;51,99
2016-10-18;52,57
2016-10-19;52,45
2016-10-20;52,16
2016-10-21;55,19
2016-10-24;55,66
2016-10-25;55,96
2016-10-26;55,87
2016-10-27;55,47
2016-10-28;55,27
2016-10-31;55,10
2016-11-01;54,13
2016-11-02;53,74
2016-11-03;53,31
2016-11-04;53,19
2016-11-07;54,69
2016-11-08;54,85
2016-11-09;54,75
2016-11-10;53,82
2016-11-11;54,10
2016-11-14;53,64
2016-11-15;55,38
2016-11-16;55,63
2016-11-17;56,40
2016-11-18;57,05
2016-11-21;56,84
2016-11-22;57,55
2016-11-23;57,19
2016-11-24;57,64
2016-11-25;57,00
2016-11-28;57,50
2016-11-29;57,50
2016-11-30;57,72
2016-12-01;55,95
2016-12-02;55,27
2016-12-05;56,28
2016-12-06;55,95
2016-12-07;56,21
2016-12-08;57,50
2016-12-09;58,77
2016-12-12;58,81
2016-12-13;59,27
2016-12-14;58,80
2016-12-15;60,23
2016-12-16;59,50
2016-12-19;60,91
2016-12-20;60,63
2016-12-21;61,20
2016-12-22;60,85
2016-12-23;60,19
2016-12-27;61,00
2016-12-28;60,96
2016-12-29;60,23
2016-12-30;59,90
2017-01-02;60,18
2017-01-03;59,86
2017-01-04;59,45
2017-01-05;59,10
2017-01-06;59,32
2017-01-09;59,45
2017-01-10;59,50
2017-01-11;60,19
2017-01-12;58,35
2017-01-13;58,99
2017-01-16;59,44
2017-01-17;58,22
2017-01-18;58,66
2017-01-19;58,91
2017-01-20;58,62
2017-01-23;58,41
2017-01-24;58,50
2017-01-25;59,12
2017-01-26;59,98
2017-01-27;61,41
2017-01-30;60,92
2017-01-31;59,65
2017-02-01;59,31
2017-02-02;58,59
2017-02-03;58,57
2017-02-06;59,16
2017-02-07;59,71
2017-02-08;59,40
2017-02-09;60,29
2017-02-10;60,21
2017-02-13;60,88
2017-02-14;60,73
2017-02-15;60,88
2017-02-16;60,92
2017-02-17;60,72
2017-02-20;61,20
2017-02-21;61,64
2017-02-22;60,80
2017-02-23;60,91
2017-02-24;60,89
2017-02-27;60,43
2017-02-28;60,31
2017-03-01;61,22
2017-03-02;60,92
2017-03-03;60,54
2017-03-06;60,70
2017-03-07;60,94
2017-03-08;61,80
2017-03-09;61,35
2017-03-10;60,98
2017-03-13;60,55
2017-03-14;60,42
2017-03-15;60,79
2017-03-16;60,22
2017-03-17;60,50
2017-03-20;60,33
2017-03-21;59,80
2017-03-22;60,12
2017-03-23;60,48
2017-03-24;60,53
2017-03-27;59,51
2017-03-28;59,73
2017-03-29;60,53
2017-03-30;61,39
2017-03-31;61,59
2017-04-03;61,32
2017-04-04;61,59
2017-04-05;62,06
2017-04-06;61,94
2017-04-07;61,89
2017-04-10;61,98
2017-04-11;61,32
2017-04-12;61,53
2017-04-13;61,78
2017-04-18;60,98
2017-04-19;61,19
2017-04-20;60,51
2017-04-21;61,99
2017-04-24;62,00
2017-04-25;62,18
2017-04-26;62,76
2017-04-27;62,50
2017-04-28;62,39
2017-05-02;63,75
2017-05-03;63,17
2017-05-04;62,96
2017-05-05;62,41
2017-05-08;62,89
2017-05-09;63,47
2017-05-10;63,53
2017-05-11;62,92
2017-05-12;62,54
2017-05-15;61,84
2017-05-16;62,12
2017-05-17;61,35
2017-05-18;61,14
2017-05-19;60,68
2017-05-22;60,77
2017-05-23;60,92
2017-05-24;61,45
2017-05-25;61,83
2017-05-26;62,59
2017-05-29;62,45
2017-05-30;62,60
2017-05-31;62,38
2017-06-01;62,16
2017-06-02;63,20
2017-06-05;63,20
2017-06-06;64,41
2017-06-07;64,20
2017-06-08;64,22
2017-06-09;63,84
2017-06-12;61,82
2017-06-13;62,37
2017-06-14;62,90
2017-06-15;62,22
2017-06-16;62,14
2017-06-19;62,88
2017-06-20;63,01
2017-06-21;63,07
2017-06-22;62,73
2017-06-23;63,00
2017-06-26;63,23
2017-06-27;61,99
2017-06-28;61,03
2017-06-29;60,17
2017-06-30;60,38
2017-07-03;60,10
2017-07-04;60,00
2017-07-05;60,84
2017-07-06;59,89
2017-07-07;60,87
2017-07-10;61,41
2017-07-11;61,28
2017-07-12;61,82
2017-07-13;62,89
2017-07-14;63,08
2017-07-17;63,59
2017-07-18;63,05
2017-07-19;64,07
2017-07-20;63,28
2017-07-21;63,28
2017-07-24;62,98
2017-07-25;63,24
2017-07-26;63,71
2017-07-27;64,00
2017-07-28;62,14
2017-07-31;61,89
2017-08-01;62,06
2017-08-02;60,80
2017-08-03;60,60
2017-08-04;61,94
2017-08-07;61,55
2017-08-08;61,82
2017-08-09;61,38
2017-08-10;61,33
2017-08-11;60,76
2017-08-14;62,62
2017-08-15;62,30
2017-08-16;62,87
2017-08-17;62,39
2017-08-18;61,71
2017-08-21;61,06
2017-08-22;62,08
2017-08-23;61,64
2017-08-24;61,22
2017-08-25;61,22
2017-08-28;60,91
2017-08-29;60,36
2017-08-30;61,79
2017-08-31;62,81
2017-09-01;62,50
2017-09-04;61,93
2017-09-05;61,70
2017-09-06;61,66
2017-09-07;61,77
2017-09-08;61,74
2017-09-11;62,32
2017-09-12;62,27
2017-09-13;62,89
2017-09-14;63,26
2017-09-15;62,92
2017-09-18;63,38
2017-09-19;63,10
2017-09-20;62,45
2017-09-21;62,13
2017-09-22;62,09
2017-09-25;61,86
2017-09-26;62,10
2017-09-27;62,51
2017-09-28;62,62
2017-09-29;62,88
2017-10-02;63,64
2017-10-03;63,64
2017-10-04;63,01
2017-10-05;64,44
2017-10-06;64,82
2017-10-09;64,93
2017-10-10;64,79
2017-10-11;64,28
2017-10-12;65,19
2017-10-13;65,30
2017-10-16;65,57
2017-10-17;65,87
2017-10-18;65,99
2017-10-19;65,52
2017-10-20;66,70
2017-10-23;67,33
2017-10-24;67,13
2017-10-25;66,43
2017-10-26;67,56
2017-10-27;72,82
2017-10-30;72,13
2017-10-31;72,13
2017-11-01;71,68
2017-11-02;71,96
2017-11-03;72,62
2017-11-06;72,67
2017-11-07;72,69
2017-11-08;72,54
2017-11-09;71,82
2017-11-10;71,30
2017-11-13;71,71
2017-11-14;70,60
2017-11-15;70,58
2017-11-16;70,57
2017-11-17;69,98
2017-11-20;70,22
2017-11-21;71,29
2017-11-22;70,50
2017-11-23;70,25
2017-11-24;69,88
2017-11-27;70,25
2017-11-28;71,24
2017-11-29;70,16
2018-01-02;70,16
2018-01-03;71,70
2018-01-04;72,40
2018-01-05;73,20
2018-01-08;74,00
2018-01-09;74,10
2018-01-10;73,10
2018-01-11;72,80
2018-01-12;73,40
2018-01-15;73,10
2018-01-16;73,60
2018-01-17;73,40
2018-01-18;73,80
2018-01-19;73,50
2018-01-22;74,30
2018-01-23;74,80
2018-01-24;74,50
2018-01-25;74,10
2018-01-26;75,10
2018-01-29;76,00
2018-01-30;75,05
2018-01-31;75,63
2018-02-01;76,45
2018-02-02;74,10
2018-02-05;74,20
2018-02-06;70,50
2018-02-07;74,40
2018-02-08;72,25
2018-02-09;71,45
2018-02-12;71,86
2018-02-13;71,50
2018-02-14;72,23
2018-02-15;73,10
2018-02-16;74,50
2018-02-19;74,00
2018-02-20;75,19
2018-02-21;75,67
2018-02-22;74,93
2018-02-23;75,78
2018-02-26;77,20
2018-02-27;77,55
2018-02-28;77,70
2018-03-01;76,45
2018-03-02;74,50
2018-03-05;75,57
2018-03-06;75,15
2018-03-07;75,11
2018-03-08;76,83
2018-03-09;77,62
2018-03-12;78,53
2018-03-13;76,89
2018-03-14;76,30
2018-03-15;76,54
2018-03-16;76,64
2018-03-19;75,18
2018-03-20;76,35
2018-03-21;75,96
2018-03-22;73,99
2018-03-23;72,33
2018-03-26;73,83
2018-03-27;75,55
2018-03-28;72,51
2018-03-29;72,98
2018-04-03;72,81
2018-04-04;72,93
2018-04-05;76,07
2018-04-06;74,75
2018-04-09;75,00
2018-04-10;75,20
2018-04-11;74,69
2018-04-12;76,39
2018-04-13;76,05
2018-04-16;76,28
2018-04-17;78,14
2018-04-18;77,40
2018-04-19;77,50
2018-04-20;77,18
2018-04-23;79,14
2018-04-24;78,08
2018-04-25;75,90
2018-04-26;78,00
2018-04-27;79,07
2018-04-30;78,95
2018-05-02;78,85
2018-05-03;77,79
2018-05-04;80,00
2018-05-07;81,00
2018-05-09;80,50
2018-05-10;82,10
2018-05-11;81,66
2018-05-14;82,24
2018-05-15;81,72
2018-05-16;82,12
2018-05-17;82,35
2018-05-18;82,27
2018-05-21;82,27
2018-05-22;82,76
2018-05-23;83,39
2018-05-24;83,11
2018-05-25;84,76
2018-05-28;84,80
2018-05-29;85,05
2018-05-30;84,55
2018-05-31;85,17
2018-06-01;86,16
2018-06-04;86,61
2018-06-05;87,33
2018-06-06;87,14
2018-06-07;85,84
2018-06-08;86,09
2018-06-11;85,80
2018-06-12;85,72
2018-06-13;86,51
2018-06-14;87,42
2018-06-15;86,72
2018-06-18;86,79
2018-06-19;86,16
2018-06-20;87,51
2018-06-21;87,555
2018-06-22;85,95
2018-06-25;84,26
2018-06-26;85,17
2018-06-27;85,845
2018-06-28;85,145
2018-06-29;85,16
2018-07-02;85,14
2018-07-03;85,60
2018-07-04;85,43
2018-07-05;85,22
2018-07-06;85,89
2018-07-09;86,445
2018-07-10;87,045
2018-07-11;87,005
2018-07-12;88,76
2018-07-13;90,05
2018-07-16;89,86
2018-07-17;89,95
2018-07-18;90,52
2018-07-19;90,51
2018-07-20;91,54
2018-07-23;92,01
2018-07-24;92,30
2018-07-25;93,30
2018-07-26;94,38
2018-07-27;93,37
2018-07-30;90,40
2018-07-31;90,67
2018-08-01;90,82
2018-08-02;92,01
2018-08-03;92,51
2018-08-06;93,31
2018-08-07;93,46
2018-08-08;94,23
2018-08-09;95,08
2018-08-10;95,99
2018-08-13;95,36
2018-08-14;96,13
2018-08-15;95,06
2018-08-16;95,14
2018-08-17;93,83
2018-08-20;93,33
2018-08-21;92,69
2018-08-22;91,96
2018-08-23;92,84
2018-08-24;93,25
2018-08-27;93,51
2018-08-28;93,83
2018-08-29;95,54
2018-08-30;96,38
2018-08-31;96,68
2018-09-03;96,82
2018-09-04;96,72
2018-09-05;93,41
2018-09-06;93,10
2018-09-07;93,73
2018-09-10;94,04
2018-09-11;95,37
2018-09-12;95,72
2018-09-13;96,58
2018-09-14;97,14
2018-09-17;96,22
2018-09-18;97,00
2018-09-19;95,88
2018-09-20;96,76
2018-09-21;97,28
2018-09-24;97,21
2018-09-25;97,18
2018-09-26;97,63
2018-09-27;98,30
2018-09-28;98,36
2018-10-01;99,83
2018-10-02;100,09
2018-10-04;98,06
2018-10-05;97,01
2018-10-08;96,45
2018-10-09;98,24
2018-10-10;93,80
2018-10-11;92,71
2018-10-12;94,07
2018-10-15;94,21
2018-10-16;95,33
2018-10-17;95,43
2018-10-18;94,39
2018-10-19;95,56
2018-10-22;95,87
2018-10-23;92,44
2018-10-24;92,23
2018-10-25;95,17
2018-10-26;93,77
2018-10-29;92,84
2018-10-30;89,82
2018-10-31;94,96
2018-11-01;93,24
2018-11-02;92,99
2018-11-05;93,19
2018-11-06;93,95
2018-11-07;97,29
2018-11-08;97,65
2018-11-09;96,85
2018-11-12;94,58
2018-11-13;96,05
2018-11-14;93,28
2018-11-15;93,35
2018-11-16;94,39
2018-11-19;91,82
2018-11-20;89,42
2018-11-21;91,02
2018-11-22;89,13
2018-11-23;90,98
2018-11-26;92,89
2018-11-27;94,43
2018-11-28;96,05
2018-11-29;96,50
2018-11-30;97,20
2018-12-03;98,46
2018-12-04;98,52
2018-12-05;96,27
2018-12-06;93,15
2018-12-07;93,42
2018-12-10;91,98
2018-12-11;96,32
2018-12-12;97,72
2018-12-13;96,26
2018-12-14;95,76
2018-12-17;92,54
2018-12-18;90,65
2018-12-19;92,32
2018-12-20;88,51
2018-12-21;88,50
2018-12-27;86,22
2018-12-28;88,78
2019-01-02;88,75
2019-01-03;86,67
2019-01-04;89,18
2019-01-07;89,52
2019-01-08;88,99
2019-01-09;90,43
2019-01-10;89,89
2019-01-11;88,91
2019-01-14;88,83
2019-01-15;91,42
2019-01-16;92,69
2019-01-17;92,59
2019-01-18;94,56
2019-01-21;94,22
2019-01-22;93,88
2019-01-23;93,21
2019-01-24;93,31
2019-01-25;94,11
2019-01-28;91,89
2019-01-29;89,69
2019-01-30;92,00
2019-01-31;90,69
2019-02-01;90,10
2019-02-04;92,24
2019-02-05;93,50
2019-02-06;93,20
2019-02-07;92,48
2019-02-08;92,44
2019-02-11;93,48
2019-02-12;94,59
2019-02-13;94,78
2019-02-14;94,57
2019-02-15;95,77
2019-02-18;96,15
2019-02-19;95,44
2019-02-20;94,52
2019-02-21;96,03
2019-02-22;98,08
2019-02-25;98,57
2019-02-26;99,24
2019-02-27;98,35
2019-02-28;98,49
2019-03-01;98,41
2019-03-04;98,70
2019-03-05;98,77
2019-03-06;98,64
2019-03-07;98,62
2019-03-08;97,55
2019-03-11;100,48
2019-03-12;100,84
2019-03-13;101,33
2019-03-14;101,70
2019-03-15;103,46
2019-03-18;102,72
2019-03-19;103,64
2019-03-20;103,04
2019-03-21;104,29
2019-03-22;104,55
2019-03-25;103,88
2019-03-26;104,05
2019-03-27;103,23
2019-03-28;103,96
2019-03-29;104,78
2019-04-01;105,89
2019-04-02;106,33
2019-04-03;107,06
2019-04-04;105,99
2019-04-05;106,99
2019-04-08;106,30
2019-04-09;105,78
2019-04-10;106,74
2019-04-11;106,82
2019-04-12;106,66
2019-04-15;107,08
2019-04-16;107,38
2019-04-17;107,10
2019-04-18;108,66
2019-04-23;111,30
2019-04-24;111,74
2019-04-25;116,68
2019-04-26;116,14
2019-04-29;116,10
2019-04-30;115,78
2019-05-02;113,36
2019-05-03;114,74
2019-05-06;114,16
2019-05-07;112,48
2019-05-08;112,06
2019-05-09;110,48
2019-05-10;110,40
2019-05-13;110,20
2019-05-14;112,02
2019-05-15;112,40
2019-05-16;115,54
2019-05-17;116,30
2019-05-20;113,72
2019-05-21;113,90
2019-05-22;114,30
2019-05-23;112,48
2019-05-24;112,98
2019-05-27;113,16
2019-05-28;113,86
2019-05-29;112,26
2019-05-30;112,48
2019-05-31;111,18
2019-06-03;109,34
2019-06-04;108,84
2019-06-05;111,34
2019-06-06;112,08
2019-06-07;116,12
2019-06-11;116,50
2019-06-12;115,78
2019-06-13;116,90
2019-06-14;118,16
2019-06-17;118,38
2019-06-18;120,34
2019-06-19;119,84
2019-06-20;121,14
2019-06-21;121,48
2019-06-24;121,16
2019-06-25;118,54
2019-06-26;118,52
2019-06-27;117,52
2019-06-28;117,26
2019-07-01;120,32
2019-07-02;120,30
2019-07-03;121,62
2019-07-04;122,00
2019-07-05;121,34
2019-07-08;122,00
2019-07-09;121,00
2019-07-10;123,00
2019-07-11;124,00
2019-07-12;123,00
2019-07-15;124,00
2019-07-16;122,00
2019-07-17;122,00
2019-07-18;121,00
2019-07-19;124,00
2019-07-22;123,24
2019-07-23;124,32
2019-07-24;125,46
2019-07-25;125,68
2019-07-26;126,88
2019-07-29;126,18
2019-07-30;126,34
2019-07-31;125,00
2019-08-01;127,08
2019-08-02;122,18
2019-08-05;119,18
2019-08-06;119,10
2019-08-07;119,40
2019-08-08;123,12
2019-08-09;122,12
2019-08-12;121,88
2019-08-13;123,10
2019-08-14;121,40
2019-08-15;120,12
2019-08-16;122,40
2019-08-19;124,26
2019-08-20;124,82
2019-08-21;125,38
2019-08-22;123,48
2019-08-23;121,14
2019-08-26;121,60
2019-08-27;122,44
2019-08-28;121,92
2019-08-29;124,88
2019-08-30;124,56
2019-09-02;125,74
2019-09-03;124,64
2019-09-04;124,48
2019-09-05;126,56
2019-09-06;125,96
2019-09-09;124,78
2019-09-10;122,08
2019-09-11;123,32
2019-09-12;124,38
2019-09-13;124,06
2019-09-16;124,02
2019-09-17;123,88
2019-09-18;124,60
2019-09-19;128,08
2019-09-20;127,40
2019-09-23;126,86
2019-09-24;126,56
2019-09-25;125,68
2019-09-26;127,06
2019-09-27;127,44
2019-09-30;127,30
2019-10-01;126,90
2019-10-02;122,36
2019-10-04;125,22
2019-10-07;125,46
2019-10-08;125,14
2019-10-09;125,24
2019-10-10;126,80
2019-10-11;127,52
2019-10-14;127,02
2019-10-15;128,06
2019-10-16;126,42
2019-10-17;125,08
2019-10-18;123,86
2019-10-21;123,58
2019-10-22;124,04
2019-10-23;122,50
2019-10-24;126,12
2019-10-25;127,06
2019-10-28;129,46
2019-10-29;129,28
2019-10-30;129,34
2019-10-31;128,98
2019-11-01;128,24
2019-11-04;129,82
2019-11-05;130,70
2019-11-06;130,02
2019-11-07;130,98
2019-11-08;131,20
2019-11-11;131,96
2019-11-12;133,84
2019-11-13;133,58
2019-11-14;134,10
2019-11-15;135,48
2019-11-18;134,56
2019-11-19;136,02
2019-11-20;135,74
2019-11-21;134,82
2019-11-22;135,30
2019-11-25;137,04
2019-11-26;138,02
2019-11-27;138,30
2019-11-28;138,64
2019-11-29;137,44
2019-12-02;134,30
2019-12-03;133,28
2019-12-04;135,18
2019-12-05;134,92
2019-12-06;136,94
2019-12-09;137,06
2019-12-10;136,68
2019-12-11;136,34
2019-12-12;136,94
2019-12-13;138,70
2019-12-16;139,30
2019-12-17;139,16
2019-12-18;139,66
2019-12-19;139,12
2019-12-20;141,86
2019-12-23;142,04
2019-12-27;142,30
2019-12-30;142,00
2020-01-02;142,30
2020-01-03;142,64
2020-01-06;141,78
2020-01-07;142,52
2020-01-08;143,46
2020-01-09;145,84
2020-01-10;146,28
2020-01-13;145,30
2020-01-14;146,56
2020-01-15;146,56
2020-01-16;147,92
2020-01-17;149,46
2020-01-20;151,20
2020-01-21;151,52
2020-01-22;150,28
2020-01-23;150,34
2020-01-24;151,54
2020-01-27;147,68
2020-01-28;150,20
2020-01-29;151,98
2020-01-30;155,76
2020-01-31;153,66
2020-02-03;155,98
2020-02-04;163,48
2020-02-05;162,72
2020-02-06;166,36
2020-02-07;169,24
2020-02-10;171,24
2020-02-11;172,08
2020-02-12;169,22
2020-02-13;171,44
2020-02-14;170,34
2020-02-17;172,48
2020-02-18;172,54
2020-02-19;173,64
2020-02-20;168,74
2020-02-21;166,28
2020-02-24;158,04
2020-02-25;156,40
2020-02-26;158,44
2020-02-27;149,70
2020-02-28;145,48
2020-03-02;149,36
2020-03-03;151,16
2020-03-04;150,48
2020-03-05;151,40
2020-03-06;142,70
2020-03-09;135,38
2020-03-10;136,70
2020-03-11;137,16
2020-03-12;129,46
2020-03-13;130,00
2020-03-16;130,00
2020-03-17;132,28
2020-03-18;130,72
2020-03-19;135,46
2020-03-20;133,90
2020-03-23;127,18
2020-03-24;137,90
2020-03-25;137,90
2020-03-26;139,26
2020-03-27;137,16
2020-03-30;143,78
2020-03-31;147,90
2020-04-01;142,34
2020-04-02;141,64
2020-04-03;143,58
2020-04-06;148,90
2020-04-07;153,16
2020-04-08;152,46
2020-04-09;150,58
2020-04-14;155,92
2020-04-15;158,06
2020-04-16;162,30
2020-04-17;162,20
2020-04-20;164,00
2020-04-21;153,46
2020-04-22;158,96
2020-04-23;160,76
2020-04-24;158,82
2020-04-27;161,96
2020-04-28;158,52
2020-04-29;160,88
2020-04-30;163,62
2020-05-04;162,78
2020-05-05;167,46
2020-05-06;169,70
2020-05-07;170,96
2020-05-08;169,80
2020-05-11;171,70
2020-05-12;171,50
2020-05-13;167,06
2020-05-14;163,84
2020-05-15;164,40
2020-05-18;170,38
2020-05-19;170,00
2020-05-20;168,18
2020-05-21;168,50
2020-05-22;167,96
2020-05-25;171,00
2020-05-26;167,28
2020-05-27;162,22
2020-05-28;164,64
2020-05-29;164,34
2020-06-02;162,58
2020-06-03;163,96
2020-06-04;162,40
2020-06-05;164,34
2020-06-08;164,70
2020-06-09;166,42
2020-06-10;170,22
2020-06-11;169,54
2020-06-12;166,00
2020-06-15;166,14
2020-06-16;172,32
2020-06-17;174,12
2020-06-18;174,28
2020-06-19;175,00
2020-06-22;177,20
2020-06-23;178,76
2020-06-24;175,34
2020-06-25;175,70
2020-06-26;176,00
2020-06-29;175,62
2020-06-30;178,70
2020-07-01;181,56
2020-07-02;184,96
2020-07-03;182,94
2020-07-06;186,44
2020-07-07;186,02
2020-07-08;184,74
2020-07-09;188,04
2020-07-10;188,82
2020-07-13;188,24
2020-07-14;180,02
2020-07-15;182,36
2020-07-16;177,70
2020-07-17;177,30
2020-07-21;182,90
2020-07-22;181,60
2020-07-23;177,00
2020-07-24;173,84
2020-07-27;171,58
2020-07-28;173,28
2020-07-29;173,14
2020-07-30;172,00
2020-07-31;170,54
2020-08-03;182,72
2020-08-04;179,38
2020-08-05;178,94
2020-08-06;180,34
2020-08-07;179,60
2020-08-10;177,00
2020-08-11;174,16
2020-08-12;177,18
2020-08-13;178,10
2020-08-14;176,06
2020-08-17;176,82
2020-08-18;176,60
2020-08-19;177,52
2020-08-20;178,80
2020-08-21;181,72
2020-08-24;181,22
2020-08-25;180,42
2020-08-26;186,20
2020-08-27;194,02
2020-08-28;191,64
2020-08-31;188,22
2020-09-01;189,68
2020-09-02;196,26
2020-09-03;185,50
2020-09-04;177,32
2020-09-07;179,82
2020-09-08;175,58
