Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2011-06-03;38,063;42,165;16,515;;10,035;62,42;;;10,082;;7.109,03;10.682,18;1.300,16;;;;;23,61;9,778;2,332
2011-06-06;37,754;42,07;16,515;;10,005;62,86;28,25;1,98;9,74;;7.084,57;10.659,87;1.286,17;;;;;24,03;9,69;2,356
2011-06-07;38,572;42,19;16,31;;10,09;62,60;28,15;1,95;9,747;;7.103,25;10.656,04;1.284,94;;;;;;9,717;2,328
2011-06-08;38,502;41,725;16,40;;10,03;62,24;;1,87;9,643;;7.060,23;10.538,68;1.279,56;;;;;23,85;10,305;2,285
2011-06-09;38,89;42,22;16,485;;10,145;64,00;28,15;;9,748;;7.159,66;10.674,18;1.289,00;;;;;24,25;10,41;2,318
2011-06-10;38,013;41,75;16,62;;10,14;63,15;27,40;;9,667;;7.069,90;10.572,19;1.270,98;;;;;24,50;10,365;2,279
2011-06-13;38,038;41,89;16,695;;10,275;63,19;;1,87;9,71;;7.085,14;10.570,41;1.271,83;;;;;24,53;10,33;2,227
2011-06-14;38,731;42,785;16,77;;10,57;64,53;;1,85;9,567;;7.204,79;10.693,27;1.287,87;;;;;;10,40;2,195
2011-06-15;37,784;42,21;16,74;;10,35;63,10;;1,85;9,567;;7.115,08;10.634,57;1.265,42;;;;;24,75;10,495;2,128
2011-06-16;37,226;42,135;16,945;;10,395;62,85;;1,75;9,32;;7.110,20;10.557,84;1.267,64;;;;;24,16;10,305;2,189
2011-06-17;37,789;42,33;16,80;;10,48;63,29;;1,85;9,015;;7.164,05;10.530,47;1.271,50;;;;;24,13;9,979;2,211
2011-06-20;37,201;42,335;17,125;;10,505;62,80;;;9,167;;7.150,21;10.462,61;1.278,36;;;;;24,71;9,926;2,121
2011-06-21;37,944;43,05;17,28;;10,615;65,20;;;9,567;;7.285,51;10.651,59;1.295,52;;;;;24,195;10,03;2,103
2011-06-22;38,173;42,34;17,18;;10,67;65,27;;1,85;9,367;;7.278,19;10.661,52;1.287,14;;;;;24,37;9,95;2,141
2011-06-23;37,106;41,25;17,125;;10,585;64,44;;1,83;9,383;;7.149,44;10.515,03;1.283,50;;;;;24,05;9,80;2,179
2011-06-24;37,071;41,085;17,145;;10,375;64,29;;1,83;9,413;;7.121,38;10.510,35;1.268,45;;;;;24,00;9,78;2,177
2011-06-27;36,932;41,09;17,50;;10,46;63,68;;1,76;9,333;;7.107,90;10.456,88;1.280,10;;;;;23,81;9,80;2,174
2011-06-28;37,012;41,07;17,67;;10,415;64,72;;;9,333;;7.170,43;10.539,10;1.296,67;;;;;23,96;9,786;2,10
2011-06-29;37,61;41,33;17,77;;10,58;66,31;;;9,32;;7.294,14;10.748,03;1.307,41;;;;;;9,85;2,098
2011-06-30;38,108;41,75;17,89;;10,815;67,57;;;9,332;;7.376,24;10.932,33;1.320,64;;;;;;10,045;2,119
2011-07-01;38,691;41,80;17,97;;10,69;67,84;;;9,918;;7.419,44;10.991,29;1.339,67;;;;;24,735;10,11;2,322
2011-07-04;39,01;42,00;18,08;;10,695;67,70;;;9,865;;7.442,96;11.087,45;;;;;;25,005;10,21;2,234
2011-07-05;38,696;42,03;18,035;;10,63;67,80;;;9,618;;7.439,44;11.089,63;1.337,88;;;;;25,20;10,16;2,161
2011-07-06;38,148;42,09;18,27;;10,565;68,45;27,40;1,76;9,24;;7.431,19;11.073,96;1.339,22;;;;;25,125;10,15;2,155
2011-07-07;38,447;43,55;18,58;;10,67;68,75;28,25;1,83;10,05;;7.471,44;11.187,04;1.353,22;;;;;25,61;10,07;2,174
2011-07-08;36,897;43,04;18,655;;10,575;68,37;27,56;;10,275;;7.402,73;11.068,92;1.343,80;;;;;25,70;10,20;2,119
2011-07-11;36,224;42,525;18,99;;10,375;66,95;;1,83;10,333;;7.230,25;10.813,15;1.319,49;;;;;;10,20;2,155
2011-07-12;35,377;41,925;18,95;;10,165;67,00;;1,82;9,937;;7.174,14;10.744,98;1.313,64;;;;;25,38;10,155;2,23
2011-07-13;35,746;42,05;18,99;;10,31;68,23;27,56;1,86;10,20;;7.267,87;10.930,68;1.317,72;;;;;;10,165;2,33
2011-07-14;35,721;40,86;18,795;;10,25;68,50;26,13;1,91;10,163;;7.214,74;10.796,14;1.308,87;;;;;25,455;10,185;2,198
2011-07-15;35,407;40,80;18,855;;10,26;67,91;26,13;;9,363;;7.220,12;10.789,48;1.316,14;;;;;25,42;10,125;2,336
2011-07-18;35,053;40,38;18,785;;10,09;67,43;25,70;1,91;9,53;;7.107,92;10.575,04;1.305,44;;;;;;10,095;2,402
2011-07-19;35,87;41,10;19,125;;10,345;67,00;26,50;1,90;9,905;;7.192,67;10.628,62;1.326,73;;;;;;10,005;2,293
2011-07-20;36,518;41,21;19,15;;10,505;66,20;;1,90;9,833;;7.221,36;10.770,53;1.325,84;;;;;25,595;10,14;2,394
2011-07-21;37,361;41,52;18,795;;10,57;66,76;;1,91;10,127;;7.290,14;10.828,47;1.343,80;;;;;25,50;9,99;2,467
2011-07-22;37,57;42,155;18,865;;10,71;66,57;;;10,133;;7.326,39;10.886,75;1.345,02;;;;;;10,20;2,491
2011-07-25;37,405;42,00;19,355;;10,62;67,34;;1,91;10,00;;7.344,54;10.914,10;1.337,43;;;;;26,095;10,00;2,533
2011-07-26;37,724;43,49;19,305;;10,79;66,75;;1,95;10,00;;7.349,45;10.785,08;1.331,94;;;;;26,135;10,035;2,533
2011-07-27;37,037;44,015;19,18;;10,67;65,86;;2,03;9,857;;7.252,68;10.643,12;1.304,89;;;;;26,055;10,055;2,462
2011-07-28;36,987;43,95;19,57;;10,73;63,09;26,50;1,84;9,85;;7.190,06;10.488,79;1.300,67;;;;;25,725;10,035;2,568
2011-07-29;36,424;43,645;19,13;;10,84;63,22;27,55;;10,00;;7.158,77;10.486,88;1.292,28;;;;;25,83;10,12;2,592
2011-08-01;35,407;42,765;19,015;;10,43;61,21;27,40;;10,00;;6.953,98;10.338,08;1.286,94;;;;;25,81;10,26;2,526
2011-08-02;35,033;42,05;19,08;;10,35;60,15;;;9,67;;6.796,75;9.957,00;1.254,05;;;;;25,36;10,14;2,381
2011-08-03;34,415;41,52;18,64;;10,255;58,51;27,40;1,84;9,257;;6.640,59;9.719,13;1.260,34;;;;;24,60;9,92;2,268
2011-08-04;33,563;40,235;18,685;;10,145;56,63;25,20;1,68;9,493;;6.414,76;9.225,29;1.200,07;;;;;23,88;9,16;2,25
2011-08-05;32,402;39,275;17,995;;9,969;53,99;24,75;;9,407;;6.236,16;9.135,22;1.199,38;;;;;22,53;9,05;2,451
2011-08-08;30,588;37,045;17,655;;9,759;50,99;23,93;1,68;8,733;;5.923,27;8.539,42;1.119,46;;;;;21,97;7,941;2,408
2011-08-09;28,65;37,40;17,54;;9,42;52,11;22,00;1,55;8,733;;5.917,08;8.783,61;1.172,53;;;;;22,12;8,00;2,432
2011-08-10;25,859;35,45;17,125;;9,108;49,53;19,80;1,55;8,723;;5.613,42;8.532,70;1.120,76;;;;;22,12;7,617;2,471
2011-08-11;26,128;36,245;17,375;;9,243;52,23;20,39;1,69;9,00;;5.797,66;8.913,90;1.172,64;;;;;22,125;7,888;2,579
2011-08-12;27,827;37,235;17,63;;9,529;54,15;20,39;;9,003;;5.997,74;9.197,47;1.178,81;;;;;22,215;8,20;2,566
2011-08-15;28,002;36,99;17,47;;9,521;54,32;22,18;1,69;9,10;;6.022,24;9.318,19;1.204,49;;;;;23,01;8,328;2,523
2011-08-16;27,244;37,19;17,675;;9,575;53,98;22,18;1,55;9,167;;5.994,90;9.149,12;1.192,76;;;;;22,90;8,252;2,506
2011-08-17;27,538;36,39;17,515;;9,543;53,50;21,75;1,55;9,377;;5.948,94;9.084,03;1.193,89;;;;;23,00;8,117;2,477
2011-08-18;25,565;34,26;17,095;;9,169;50,52;;1,50;9,25;;5.602,80;8.532,89;1.140,65;;;;;22,49;8,15;2,473
2011-08-19;25,161;34,26;16,87;;9,01;48,60;21,75;;8,833;;5.480,00;8.404,29;1.123,53;;;;;22,50;7,82;2,488
2011-08-22;25,525;34,42;16,70;;9,124;47,84;20,70;1,50;8,815;;5.473,78;8.424,93;1.123,82;;;;;22,61;7,88;2,496
2011-08-23;25,435;35,245;16,97;;9,559;48,28;21,05;1,55;8,75;;5.532,38;8.477,85;1.162,35;;;;;22,60;8,109;2,441
2011-08-24;26,297;36,365;17,10;;9,719;49,895;;;8,75;;5.681,08;8.747,74;1.177,60;;;;;22,285;8,25;2,523
2011-08-25;25,286;35,975;17,32;;9,455;48,25;;;8,802;;5.584,14;8.705,91;1.159,27;;;;;;8,368;2,506
2011-08-26;24,578;36,355;17,47;;9,383;47,625;;;8,75;;5.537,48;8.628,85;1.176,80;;;;;22,00;8,257;2,399
2011-08-29;25,859;37,15;17,62;;9,627;48,36;;;8,80;;5.670,07;8.857,44;1.210,08;;;;;22,10;8,251;2,443
2011-08-30;25,146;37,14;18,10;;9,534;48,025;;;8,80;;5.643,92;8.898,01;1.212,92;;;;;22,845;8,502;2,484
2011-08-31;26,063;38,00;18,475;;8,806;49,67;21,05;1,55;9,167;;5.784,85;9.177,09;1.218,89;;;;;22,845;8,60;2,44
2011-09-01;25,371;37,845;18,555;;9,00;48,825;21,32;1,75;9,248;;5.730,63;9.170,66;1.204,42;;;;;23,35;8,55;2,434
2011-09-02;24,299;37,00;18,12;;8,733;47,065;21,32;;9,00;;5.538,33;8.837,50;1.173,97;;;;;;8,40;2,491
2011-09-05;23,053;35,44;17,78;;8,33;44,455;;;8,067;;5.246,18;8.402,92;;;;;;22,415;8,131;2,516
2011-09-06;22,689;35,79;17,98;;8,242;44,40;18,74;;9,00;;5.193,97;8.334,93;1.165,24;;;;;;8,131;2,40
2011-09-07;23,357;37,24;18,34;;8,444;46,25;19,47;;9,10;;5.405,53;8.714,97;1.198,62;;;;;;8,362;2,505
2011-09-08;23,865;37,185;19,00;;8,475;46,615;19,47;;9,10;;5.408,46;8.787,95;1.185,90;;;;;;8,341;2,50
2011-09-09;22,605;36,285;18,825;;8,141;44,20;18,06;;9,297;;5.189,93;8.535,79;1.154,23;;;;;23,91;8,371;2,508
2011-09-12;21,693;35,595;18,84;;7,946;43,66;17,61;1,75;9,048;;5.072,33;8.303,87;1.162,27;;;;;;7,993;2,562
2011-09-13;22,236;35,67;18,93;;8,185;44,675;;1,62;9,017;;5.166,36;8.403,19;1.172,87;;;;;23,175;8,081;2,514
2011-09-14;23,517;36,08;19,10;;8,374;46,38;;;9,033;;5.340,19;8.659,52;1.188,68;;;;;;7,857;2,558
2011-09-15;24,763;36,795;19,25;;8,48;47,81;17,61;;9,107;;5.508,24;8.832,72;1.209,11;;;;;24,345;7,993;2,568
2011-09-16;25,455;37,235;19,63;;8,501;47,43;21,45;;9,133;;5.573,51;8.910,82;1.216,01;;;;;24,16;7,896;2,539
2011-09-19;24,912;36,50;19,70;;8,325;46,475;20,86;;9,167;;5.415,91;8.720,81;1.204,09;;;;;24,015;7,744;2,572
2011-09-20;25,844;37,35;19,99;;8,689;47,83;;1,62;9,30;;5.571,68;8.877,42;1.202,09;;;;;24,385;7,672;2,674
2011-09-21;24,543;37,315;19,32;;8,52;46,42;20,86;1,60;9,333;;5.433,80;8.724,19;1.166,76;;;;;24,315;7,696;2,628
2011-09-22;23,547;36,28;18,675;;8,25;44,35;19,80;1,60;9,25;;5.164,21;8.230,49;1.129,56;;;;;23,235;7,43;2,642
2011-09-23;24,065;35,825;18,395;;8,22;44,27;19,80;1,39;8,917;;5.196,56;8.146,01;1.136,43;;;;;;6,958;2,668
2011-09-26;25,749;36,40;18,625;;8,457;45,40;20,53;1,49;8,923;;5.345,56;8.215,64;1.162,95;;;;;23,20;7,00;2,638
2011-09-27;27,708;37,835;18,845;;8,766;47,01;20,53;1,40;9,20;;5.628,44;8.628,47;1.175,38;;;;;23,445;7,269;2,635
2011-09-28;27,493;38,32;19,09;;8,67;46,515;22,24;;9,20;;5.578,42;8.548,14;1.151,06;;;;;23,20;7,201;2,628
2011-09-29;28,281;38,53;18,90;;8,836;47,24;22,45;1,40;9,333;;5.639,58;8.635,45;1.160,40;;;;;;7,087;2,584
2011-09-30;27,628;38,315;18,80;;8,831;46,085;21,93;1,60;9,233;;5.502,02;8.341,08;1.131,42;;;;;23,355;7,254;2,603
2011-10-03;;;18,84;;;;20,90;1,60;;;;;1.099,23;;;;;;6,929;2,626
2011-10-04;26,716;36,87;18,55;;8,676;44,00;21,06;1,38;9,217;;5.216,71;7.783,14;1.123,95;;;;;22,225;7,101;2,694
2011-10-05;28,346;38,255;19,45;;9,112;46,815;21,64;;9,00;;5.473,03;8.066,29;1.144,03;;;;;;6,738;2,652
2011-10-06;29,302;38,98;19,555;;9,244;49,005;23,00;;9,083;;5.645,25;8.398,51;1.164,97;;;;;;7,041;2,589
2011-10-07;29,641;39,34;19,50;;9,07;49,49;23,00;;9,133;;5.675,70;8.450,66;1.155,46;;;;;;7,023;2,582
2011-10-10;30,548;39,995;19,56;;9,366;51,06;24,32;;9,02;;5.847,29;8.678,88;1.194,89;;;;;24,295;7,004;2,561
2011-10-11;30,434;40,155;19,79;;9,385;50,30;24,20;;9,09;;5.865,01;8.723,67;1.195,54;;;;;24,395;7,061;2,585
2011-10-12;31,226;40,545;19,705;;9,58;51,04;25,17;;9,05;;5.994,47;8.935,86;1.207,25;;;;;24,575;7,41;2,58
2011-10-13;30,219;40,55;19,665;;9,443;50,55;;1,38;9,083;;5.914,84;8.901,57;1.203,66;;;;;;7,498;2,561
2011-10-14;30,17;41,395;19,59;;9,549;51,31;;1,51;9,023;;5.967,20;9.026,86;1.224,58;;;;;;7,595;2,568
2011-10-17;29,307;41,46;19,80;;9,401;50,50;25,17;1,51;9,05;;5.859,43;8.886,00;1.200,86;;;;;25,65;7,776;2,555
2011-10-18;29,048;41,875;19,755;;9,36;50,87;23,60;1,43;9,10;;5.877,41;8.973,86;1.225,38;;;;;25,50;7,453;2,572
2011-10-19;30,209;41,85;19,845;;9,452;50,10;23,60;;9,167;;5.913,53;8.934,17;1.209,88;;;;;;7,492;2,573
2011-10-20;28,655;41,57;19,57;;9,198;49,105;22,52;;9,167;;5.766,48;8.705,59;1.215,39;;;;;26,16;7,431;2,604
2011-10-21;30,299;42,33;19,585;;9,257;50,79;23,70;1,43;9,18;;5.970,96;8.956,17;1.238,25;;;;;26,35;7,541;2,591
2011-10-24;31,047;42,585;19,58;;9,149;51,63;;1,65;9,233;;6.055,27;9.148,05;1.254,19;;;;;26,135;8,00;2,603
2011-10-25;30,503;42,84;19,445;;9,107;51,85;23,70;;9,167;;6.046,75;9.065,46;1.229,05;;;;;26,05;8,007;2,609
2011-10-26;30,643;43,475;19,01;;9,045;50,60;24,70;;9,302;;6.016,07;9.035,69;1.242,00;;;;;26,585;8,305;2,626
2011-10-27;32,796;;19,05;;9,431;54,37;24,70;;9,817;;6.337,84;9.386,60;1.284,59;;;;;26,75;8,782;2,633
2011-10-28;31,964;43,915;19,015;;9,35;54,99;25,40;;9,698;;6.346,19;9.339,79;1.285,09;;;;;26,00;8,706;2,60
2011-10-31;30,842;43,625;19,23;;9,194;53,19;24,35;;9,803;;6.141,34;9.076,24;1.253,30;;;;;26,22;8,425;2,60
2011-11-01;28,56;42,855;19,165;;8,887;50,85;22,70;1,65;9,675;;5.834,51;8.730,35;1.218,28;;;;;;8,329;2,537
2011-11-02;28,859;43,69;18,785;;9,097;51,50;23,15;1,52;9,715;;5.965,63;8.855,47;1.237,90;;;;;25,625;8,562;2,514
2011-11-03;30,563;44,31;19,23;;9,244;53,33;;;9,663;;6.133,18;9.136,05;1.261,15;;;;;;8,612;2,524
2011-11-04;28,814;44,07;18,94;;9,017;51,32;;1,52;9,612;;5.966,16;9.076,55;1.253,23;;;;;;8,787;2,50
2011-11-07;29,233;43,82;19,065;;8,943;50,41;;1,60;9,688;;5.928,68;9.032,78;1.261,12;;;;;26,04;8,676;2,513
2011-11-08;28,66;44,385;19,445;;9,011;50,79;23,15;;9,707;;5.961,44;9.064,77;1.275,92;;;;;;8,799;2,52
2011-11-09;27,967;43,70;19,57;;8,786;49,97;22,40;;9,667;;5.829,54;8.871,38;1.229,10;;;;;25,95;8,631;2,514
2011-11-10;28,67;43,68;19,33;;9,114;50,20;22,40;1,60;9,70;;5.867,81;8.845,12;1.239,70;;;;;26,15;8,70;2,565
2011-11-11;30,075;44,345;19,515;;9,427;51,60;24,35;1,57;9,683;;6.057,03;9.153,85;1.263,85;;;;;26,565;8,831;
2011-11-14;29,292;44,04;19,65;;9,376;51,19;24,35;;9,667;;5.985,02;9.029,50;1.251,78;;;;;26,80;8,891;2,553
2011-11-15;28,704;44,14;19,54;;9,286;50,89;23,25;;9,667;;5.933,14;8.897,75;1.257,81;;;;;;8,841;2,598
2011-11-16;28,973;44,225;19,555;;9,228;50,58;23,25;;9,472;;5.913,36;8.860,51;1.236,91;;;;;;8,91;2,654
2011-11-17;28,69;44,125;19,165;;9,244;50,26;22,71;;9,16;;5.850,17;8.720,51;1.216,13;;;;;26,89;8,798;2,628
2011-11-18;28,899;43,52;18,67;;9,302;49,725;;1,57;8,743;;5.800,24;8.626,15;1.215,65;;;;;26,82;8,676;2,628
2011-11-21;27,623;42,85;18,585;;8,99;48,145;22,71;1,40;8,538;;5.606,00;8.301,94;1.192,98;;;;;26,51;8,274;2,671
2011-11-22;27,897;42,325;18,385;;8,95;47,365;22,45;1,40;8,40;;5.537,39;8.208,40;1.188,04;;;;;25,58;8,128;2,651
2011-11-23;27,618;41,945;18,365;;8,739;47,08;;1,43;8,29;;5.457,77;8.105,78;1.161,79;;;;;25,33;7,904;2,659
2011-11-24;27,518;41,695;18,36;;8,69;46,44;;;7,833;;5.428,11;8.222,70;;;;;;24,92;7,963;2,704
2011-11-25;28,042;41,78;18,485;;8,827;47,24;22,45;;7,75;;5.492,87;8.248,06;1.158,67;;;;;;7,90;2,729
2011-11-28;29,467;42,82;18,70;;9,183;49,53;23,05;;8,128;;5.745,33;8.590,61;1.192,55;;;;;24,92;7,973;2,638
2011-11-29;29,163;42,84;18,70;;9,269;50,56;23,24;1,43;8,167;;5.799,91;8.612,41;1.195,19;;;;;25,72;8,156;2,616
2011-11-30;30,623;44,375;18,885;;9,64;54,04;24,80;1,42;;;6.088,84;9.017,05;1.246,96;;;;;26,00;8,491;2,634
2011-12-01;30,394;44,565;18,815;;9,55;53,06;24,80;1,44;8,167;;6.035,88;8.904,54;1.244,58;;;;;26,73;8,479;2,609
2011-12-02;30,015;44,715;18,90;;9,258;53,98;24,32;;8,425;;6.080,68;8.987,15;1.244,28;;;;;26,90;8,778;2,602
2011-12-05;30,244;43,605;19,155;;9,188;54,56;24,07;1,44;8,417;;6.106,09;9.043,87;1.257,08;;;;;27,215;8,947;2,566
2011-12-06;28,057;43,79;19,20;;9,146;54,11;24,07;;8,345;;6.028,82;8.944,43;1.258,47;;;;;27,215;8,726;2,575
2011-12-07;27,758;43,65;19,00;;9,117;53,88;23,35;1,50;8,217;;5.994,73;8.849,48;1.261,01;;;;;27,44;8,391;2,557
2011-12-08;27,37;43,50;19,22;;9,077;53,14;22,65;;8,20;;5.874,44;8.668,49;1.234,35;;;;;27,495;8,425;2,589
2011-12-09;27,94;43,805;19,28;;9,288;53,90;23,61;1,50;8,233;;5.986,71;8.768,18;1.255,19;;;;;27,63;8,05;2,547
2011-12-12;26,75;43,36;19,215;;9,018;51,61;23,61;1,48;8,167;;5.785,43;8.558,94;1.236,47;;;;;27,54;8,203;2,588
2011-12-13;26,44;43,415;19,725;;9,127;51,10;22,22;;7,697;;5.774,26;8.586,85;1.225,73;;;;;27,80;7,887;2,586
2011-12-14;26,04;43,125;19,725;;9,077;50,58;21,22;;7,787;;5.675,14;8.398,64;1.211,82;;;;;27,80;7,887;2,605
2011-12-15;26,23;43,35;19,74;;9,034;51,13;21,22;1,48;7,967;;5.730,62;8.518,66;1.215,75;;;;;27,79;7,847;2,586
2011-12-16;26,25;42,245;19,975;;9,00;51,71;20,90;1,46;7,995;;5.701,78;8.531,10;1.219,66;;;;;27,79;8,372;2,616
2011-12-19;26,015;42,14;19,78;;8,892;51,15;20,86;1,45;7,88;;5.670,71;8.490,89;1.205,35;;;;;27,955;7,888;2,625
2011-12-20;26,45;42,50;19,82;;8,835;52,90;21,41;;7,933;;5.847,03;8.737,28;1.241,30;;;;;27,80;8,217;2,641
2011-12-21;26,245;39,915;19,67;;8,752;52,40;21,25;;7,833;;5.791,53;8.717,69;1.243,72;;;;;28,38;8,22;2,611
2011-12-22;27,52;40,52;19,675;;8,81;52,63;21,56;;7,80;;5.852,18;8.775,39;1.254,00;;;;;28,85;8,278;2,618
2011-12-23;27,585;40,56;19,75;;8,822;52,83;21,64;1,45;8,12;;5.878,93;8.834,69;1.265,33;;;;;28,95;8,344;2,612
2011-12-27;27,515;40,75;19,90;;8,807;53,17;21,76;1,53;8,033;;5.889,76;8.837,94;1.265,43;;;;;28,95;8,329;2,556
2011-12-28;26,50;40,29;20,035;;8,702;52,39;21,76;;8,273;;5.771,27;8.752,86;1.249,64;;;;;29,09;8,227;2,562
2011-12-29;26,955;40,70;20,04;;8,834;53,17;21,18;;8,163;;5.848,78;8.827,81;1.263,02;;;;;29,265;8,161;2,551
2011-12-30;27,15;40,85;20,10;;8,865;53,89;21,51;;8,135;;5.898,35;8.897,81;1.257,60;;;;;29,25;8,219;2,588
2012-01-02;28,60;41,655;20,40;;9,17;55,14;;;8,003;;6.075,52;9.115,20;;;;;;28,60;8,485;2,612
2012-01-03;28,945;41,795;20,54;;9,212;56,35;;;8,30;;6.166,57;9.229,09;1.277,06;;;;;28,90;8,436;2,608
2012-01-04;28,405;41,83;21,00;;9,018;56,16;21,51;;8,578;;6.111,55;9.190,12;1.277,30;;;;;29,90;8,54;2,622
2012-01-05;28,025;42,15;21,425;;8,902;56,75;21,88;;8,777;;6.095,99;9.170,46;1.281,06;;;;;28,50;8,747;2,638
2012-01-06;28,375;42,195;;;8,855;55,92;21,88;;8,905;;6.057,92;9.215,68;1.277,81;;;;;30,00;;
2012-01-09;27,69;42,665;21,865;;8,80;55,67;21,31;1,53;8,85;;6.017,23;9.163,51;1.280,70;;;;;30,09;8,695;2,632
2012-01-10;28,55;42,065;21,85;;8,963;57,49;;1,79;8,805;;6.162,98;9.388,77;1.292,08;;;;;30,285;8,862;2,651
2012-01-11;28,08;41,835;21,96;;8,942;57,50;;1,85;8,80;;6.152,34;9.469,64;1.292,48;;;;;29,425;8,748;2,615
2012-01-12;27,895;41,45;21,535;;8,945;58,20;21,31;2,02;8,85;;6.179,21;9.535,56;1.295,50;;;;;28,485;8,837;2,66
2012-01-13;27,59;42,94;22,03;;8,84;57,62;20,36;;8,832;;6.143,08;9.487,32;1.289,09;;;;;28,286;8,743;2,61
2012-01-16;28,075;43,525;22,35;;8,92;57,92;;;8,618;;6.220,01;9.571,62;;;;;;28,235;8,692;2,727
2012-01-17;28,90;43,86;22,40;;9,032;58,79;21,21;2,02;8,633;;6.332,93;9.721,84;1.293,67;;;;;;8,988;2,671
2012-01-18;28,265;44,435;21,88;;8,934;59,03;;2,20;8,60;;6.354,57;9.752,74;1.308,04;;;;;28,235;8,942;2,724
2012-01-19;27,66;44,035;22,05;;8,939;59,01;;2,20;8,835;;6.416,26;9.838,48;1.314,50;;;;;28,15;9,038;2,684
2012-01-20;26,935;44,00;22,515;;8,818;58,39;;2,26;8,883;;6.404,39;9.797,35;1.315,38;;;;;28,50;9,181;2,648
2012-01-23;26,29;44,195;22,725;;8,78;58,95;21,21;2,26;8,872;;6.436,62;9.852,72;1.316,00;;;;;28,50;9,007;2,641
2012-01-24;26,82;44,39;22,55;;8,708;58,72;20,71;2,20;8,967;;6.419,22;9.765,13;1.314,65;;;;;28,715;9,108;2,612
2012-01-25;27,07;44,50;22,755;;8,693;59,25;20,51;2,30;9,183;;6.421,85;9.825,29;1.326,06;;;;;28,315;9,317;2,615
2012-01-26;28,48;45,455;22,415;;8,853;60,00;20,51;;9,457;;6.539,85;9.974,61;1.318,43;;;;;28,265;9,308;2,602
2012-01-27;28,81;45,75;22,285;;8,765;60,48;21,66;;9,533;;6.511,98;9.940,44;1.316,33;;;;;27,83;9,236;2,596
2012-01-30;29,15;45,87;22,30;;8,722;59,81;;;9,883;;6.444,45;9.773,32;1.313,01;;;;;27,50;9,131;2,641
2012-01-31;29,24;46,19;22,52;;8,598;58,78;;2,30;9,863;;6.458,91;9.917,43;1.312,41;;;;;27,87;9,185;2,626
2012-02-01;30,68;46,805;22,765;;8,681;59,89;;2,31;9,90;;6.616,64;10.128,66;1.324,09;;;;;27,75;9,305;2,651
2012-02-02;30,73;47,31;22,895;;8,733;60,48;;2,31;9,997;;6.655,63;10.212,17;1.325,54;;;;;27,65;9,332;2,632
2012-02-03;31,585;48,165;23,03;;8,828;61,32;21,66;2,34;9,853;;6.766,67;10.413,97;1.344,90;;;;;27,62;9,377;2,66
2012-02-06;32,405;48,085;23,00;;8,873;61,35;22,54;2,34;9,665;;6.764,83;10.374,96;1.344,33;;;;;27,775;9,619;2,601
2012-02-07;32,365;47,995;22,83;;8,884;60,87;;2,33;9,90;;6.754,20;10.306,48;1.347,05;;;;;27,70;9,585;2,621
2012-02-08;32,52;47,84;22,82;;8,901;60,56;22,54;2,27;10,293;;6.748,76;10.316,35;1.349,96;;;;;27,90;9,58;2,615
2012-02-09;32,095;47,885;22,975;;8,92;61,42;22,08;;10,253;;6.788,80;10.356,32;1.351,95;;;;;27,895;9,50;2,545
2012-02-10;31,635;47,87;23,025;;8,91;60,38;21,58;;10,30;;6.692,96;10.249,13;1.342,64;;;;;27,55;9,409;2,559
2012-02-13;32,16;47,85;23,04;;8,901;60,73;;;10,867;;6.738,47;10.289,95;1.351,77;;;;;27,865;9,644;2,566
2012-02-14;32,85;48,425;22,97;;8,942;61,23;;2,27;11,163;;6.728,19;10.253,56;1.350,50;;;;;28,02;9,647;2,585
2012-02-15;32,345;48,67;23,19;;8,919;61,98;;1,91;11,018;;6.757,94;10.352,97;1.343,23;;;;;27,955;9,711;2,586
2012-02-16;32,955;48,92;23,48;;8,847;62,00;;;11,057;;6.751,96;10.296,71;1.358,04;;;;;27,86;9,555;2,63
2012-02-17;33,33;48,99;23,685;;8,951;62,98;;1,91;11,462;;6.848,03;10.441,43;1.361,23;;;;;27,965;9,693;2,535
2012-02-20;33,66;49,62;23,75;;8,998;64,66;;;11,49;;6.948,25;10.584,75;;;;;;27,88;9,701;2,51
2012-02-21;33,565;49,645;23,67;;9,022;65,00;;1,73;11,333;;6.908,18;10.468,48;1.362,21;;;;;27,675;9,60;2,497
2012-02-22;32,825;49,43;23,735;;8,966;64,15;;;11,30;;6.843,87;10.380,16;1.357,66;;;;;27,675;9,613;2,483
2012-02-23;32,525;49,57;23,70;;8,695;64,58;;;11,167;;6.809,46;10.368,62;1.363,46;;;;;27,80;9,405;2,477
2012-02-24;33,24;50,29;23,30;;8,793;64,70;;1,73;11,145;;6.864,43;10.452,27;1.365,74;;;;;27,80;9,76;2,448
2012-02-27;33,465;50,04;23,40;;8,867;65,81;21,58;1,89;11,347;;6.849,60;10.380,92;1.367,59;;;;;27,74;9,878;2,405
2012-02-28;33,63;50,60;23,535;;8,813;66,52;23,08;;11,28;;6.887,63;10.442,73;1.372,18;;;;;27,80;9,859;2,397
2012-02-29;34,20;50,65;23,83;;8,76;65,90;;;11,567;;6.856,08;10.428,60;1.365,68;;;;;27,96;9,80;2,408
