Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2016-02-29;10,54;69,94;47,40;;15,47;60,18;;2,67;44,105;;9.495,40;19.422,03;1.932,23;;;3,66;32,52;21,415;3,44;4,01
2016-03-01;11,175;71,13;47,765;;15,85;62,07;;2,67;45,45;;9.717,16;19.815,58;1.978,35;;;3,66;;21,295;3,487;3,972
2016-03-02;11,22;71,17;48,305;;15,705;62,25;;2,62;44,89;;9.776,62;19.668,00;1.986,45;;;3,56;33,55;21,69;3,481;3,898
2016-03-03;11,315;69,56;47,365;;15,38;62,91;;2,60;44,71;;9.751,92;19.641,72;1.993,40;;;3,45;33,40;21,96;3,589;3,984
2016-03-04;11,295;69,89;47,205;;15,455;63,28;9,15;;45,30;;9.824,17;19.781,27;1.999,99;;;3,55;33,75;21,815;3,613;3,958
2016-03-07;11,29;69,57;46,425;;15,38;63,56;9,24;;46,25;;9.778,93;19.682,67;2.001,76;;;3,51;33,62;21,93;3,803;4,142
2016-03-08;10,79;69,38;46,62;;15,30;63,69;;2,60;46,895;;9.692,82;19.406,35;1.979,26;;;3,51;32,97;21,65;3,833;4,161
2016-03-09;10,68;69,77;47,845;;15,36;64,35;;2,46;46,905;;9.723,09;19.475,37;1.989,26;;;3,50;33,30;22,02;3,757;4,122
2016-03-10;10,445;68,62;46,655;;15,295;62,16;;2,46;46,81;;9.498,15;19.155,82;1.989,57;;;3,68;32,39;21,265;3,581;4,13
2016-03-11;10,79;69,97;47,26;;15,83;64,41;;2,54;47,33;;9.831,13;19.815,05;2.022,19;;;3,50;33,21;22,00;3,673;4,143
2016-03-14;11,055;71,07;48,15;;15,965;65,50;9,24;2,54;48,975;;9.990,26;20.054,56;2.019,64;;;3,59;33,36;21,865;3,581;4,444
2016-03-15;10,71;71,25;48,005;;15,885;64,97;9,30;2,67;49,21;;9.933,85;19.919,75;2.015,93;;;3,56;32,87;21,45;3,55;4,442
2016-03-16;10,61;71,52;48,745;;15,975;65,30;;2,66;50,15;;9.983,41;20.103,79;2.027,22;;;3,54;33,09;22,045;3,66;4,679
2016-03-17;10,70;70,58;48,38;;15,795;65,00;9,30;2,74;50,20;;9.892,20;20.036,33;2.040,59;;;3,63;33,15;22,43;3,782;4,553
2016-03-18;11,005;71,03;47,785;;15,815;66,48;9,66;2,72;50,95;;9.950,80;20.099,43;2.049,58;;;3,55;33,39;22,175;3,886;4,523
2016-03-21;10,62;70,70;47,505;;15,74;66,94;;2,74;52,00;;9.948,64;20.109,97;2.051,60;;;3,55;33,40;22,02;3,865;4,535
2016-03-22;10,835;71,07;48,00;;15,655;67,31;;2,85;52,11;;9.990,00;20.187,97;2.049,80;;;3,66;33,45;21,835;3,868;4,668
2016-03-23;10,775;71,45;48,41;;15,795;67,34;9,66;3,15;53,86;;10.022,93;20.256,87;2.036,71;;;3,89;33,02;21,77;3,768;4,746
2016-03-24;10,85;70,84;48,38;;15,48;66,04;9,06;3,19;52,94;;9.851,35;19.982,77;2.035,94;;;3,81;32,85;21,70;3,739;4,962
2016-03-28;;;;;;;;3,20;;;;;2.037,05;;;3,80;;;;
2016-03-29;10,80;70,83;48,495;;15,685;65,93;;3,21;51,73;;9.887,94;20.121,68;2.055,01;;;3,70;32,87;21,35;3,676;4,73
2016-03-30;11,385;71,16;48,735;;15,945;67,12;9,06;;52,60;;10.046,61;20.495,00;2.063,95;;;3,80;33,42;22,055;3,81;4,606
2016-03-31;11,375;71,10;48,585;;15,775;66,30;9,53;3,21;53,50;;9.965,51;20.397,68;2.059,74;;;3,55;33,03;21,91;3,763;4,604
2016-04-01;11,345;70,07;48,425;;15,445;65,12;;3,28;52,70;;9.794,64;20.195,55;2.072,78;;;3,60;;21,255;3,806;4,404
2016-04-04;11,695;70,04;48,635;;15,305;64,98;9,53;3,28;52,96;;9.822,08;20.265,21;2.066,13;;;3,70;32,69;21,45;3,723;4,564
2016-04-05;11,13;68,78;48,25;;14,965;63,04;9,26;2,97;51,83;;9.563,36;19.882,99;2.045,17;;;3,66;32,07;20,875;3,599;4,314
2016-04-06;11,015;69,12;48,105;;15,145;63,02;;3,02;52,20;;9.624,51;20.043,82;2.066,66;;;3,58;32,24;20,82;3,696;4,387
2016-04-07;11,075;68,19;47,935;;15,10;62,01;9,26;3,01;51,60;;9.530,62;19.902,68;2.041,91;;;3,62;32,18;20,90;3,643;4,445
2016-04-08;11,645;67,51;48,105;;15,105;63,09;9,48;3,05;51,58;;9.622,26;20.170,51;2.047,60;;;3,75;32,60;21,77;3,643;4,515
2016-04-11;11,875;67,42;47,83;;15,16;64,11;;;51,30;;9.682,99;20.162,75;2.041,99;;;3,68;32,77;22,04;3,794;4,682
2016-04-12;11,78;68,45;47,695;;15,32;64,83;;;51,66;;9.761,47;20.163,10;2.061,72;;;3,62;33,13;22,31;3,962;4,89
2016-04-13;11,935;69,38;48,92;;15,51;66,92;;3,05;53,12;;10.026,10;20.533,79;2.082,42;;;3,64;34,21;22,99;4,104;4,934
2016-04-14;11,98;69,96;49,26;;15,605;68,17;;2,93;53,00;;10.093,65;20.441,88;2.082,78;;;3,67;34,28;23,115;3,982;4,845
2016-04-15;12,13;69,70;49,365;;15,675;68,26;;3,17;52,63;;10.051,57;20.334,46;2.080,73;;;3,75;34,23;23,18;3,949;4,761
2016-04-18;11,97;70,05;49,54;;15,71;68,47;;3,17;52,90;;10.120,31;20.400,86;2.094,34;;;3,75;;22,90;3,867;4,561
2016-04-19;12,53;71,03;49,455;;16,125;69,99;;3,10;52,38;;10.349,59;20.669,53;2.100,80;;;3,74;34,67;23,135;4,113;4,58
2016-04-20;12,54;71,09;49,595;;16,085;71,10;9,48;;51,80;;10.421,29;20.649,59;2.102,40;;;3,81;34,75;23,44;4,33;4,676
2016-04-21;12,68;71,11;49,54;;15,92;71,06;10,51;;51,25;;10.435,73;20.481,30;2.091,48;;;3,62;34,68;23,70;4,274;4,716
2016-04-22;12,78;71,24;46,185;;15,79;70,93;;;51,60;;10.373,49;20.382,38;2.091,58;;;3,50;34,60;23,54;4,29;4,589
2016-04-25;12,49;70,80;46,085;;15,75;70,33;;;51,85;;10.294,35;20.351,41;2.087,79;;;3,59;34,17;23,00;4,222;4,589
2016-04-26;12,395;70,23;45,41;;15,715;70,57;;;53,00;;10.259,59;20.379,79;2.091,70;;;3,51;34,04;23,14;4,334;4,65
2016-04-27;13,175;71,12;45,065;;15,76;71,93;;;53,05;;10.299,83;20.459,72;2.095,15;;;3,36;33,90;23,585;4,287;4,691
2016-04-28;13,005;70,64;44,72;;15,77;72,74;;3,10;52,96;;10.321,15;20.418,38;2.075,81;;;3,35;34,11;23,83;4,45;4,556
2016-04-29;13,045;68,32;43,48;;15,285;72,15;;3,25;52,22;;10.038,97;20.100,71;2.065,30;;;3,39;32,99;23,20;4,496;4,604
2016-05-02;12,795;68,92;43,45;;15,41;69,77;;;52,52;;10.123,27;20.269,85;2.081,43;;;3,35;33,12;23,15;4,52;4,629
2016-05-03;12,025;67,99;43,505;;15,18;68,11;;;51,69;;9.926,77;20.046,19;2.063,37;;;3,35;32,68;22,605;4,345;4,622
2016-05-04;11,585;67,30;43,345;;14,855;67,29;;;52,00;;9.828,25;19.921,21;2.051,12;;;3,29;32,34;21,935;4,182;4,589
2016-05-05;11,79;67,58;44,01;;15,00;67,92;10,51;3,25;52,05;;9.851,86;20.057,98;2.050,63;;;3,18;32,67;22,61;4,272;4,592
2016-05-06;11,88;67,37;43,58;;14,995;68,40;9,50;3,18;51,85;;9.869,95;20.042,42;2.057,14;;;3,24;32,51;22,515;4,211;4,703
2016-05-09;11,575;68,83;43,995;;15,435;68,78;9,55;3,19;52,27;;9.980,49;20.039,53;2.058,69;;;3,19;32,40;22,01;4,109;4,759
2016-05-10;11,86;68,80;44,31;;15,63;69,00;;;51,16;;10.045,44;20.228,45;2.084,39;;;3,22;32,90;22,31;4,128;4,642
2016-05-11;11,445;68,18;44,77;;15,645;68,41;;;51,10;;9.975,32;20.224,73;2.064,46;;;3,34;32,88;22,43;4,235;4,71
2016-05-12;12,22;68,50;44,55;;15,655;66,97;;;52,61;;9.862,12;20.047,16;2.064,11;;;3,31;32,52;22,36;4,241;4,71
2016-05-13;12,35;68,49;46,00;;15,93;67,73;;3,19;52,93;;9.952,90;20.152,26;2.046,61;;;3,42;32,77;22,355;4,277;4,666
2016-05-16;;;;;;;;3,25;;;;;2.066,66;;;3,39;;;;
2016-05-17;11,81;68,22;44,98;;16,015;67,69;;3,21;52,76;;9.890,19;20.064,14;2.047,21;;;3,40;32,90;22,745;4,126;4,099
2016-05-18;11,70;68,95;45,115;;15,985;67,65;;3,47;52,65;;9.943,23;20.117,39;2.047,63;;;;32,99;22,89;4,12;3,97
2016-05-19;11,375;68,51;44,54;;15,775;66,55;;3,53;52,20;;9.795,89;19.984,85;2.040,04;;;3,40;32,42;22,07;3,966;4,024
2016-05-20;11,49;69,44;45,54;;15,905;67,29;;3,53;52,90;;9.916,02;20.268,50;2.052,32;;;3,54;32,84;22,305;3,87;3,95
2016-05-23;11,32;69,75;44,88;;15,845;67,23;;3,60;53,04;;9.842,29;20.272,15;2.048,04;;;3,48;32,69;21,96;3,839;3,964
2016-05-24;11,405;71,33;46,08;;16,10;69,11;9,55;;53,53;;10.057,31;20.526,26;2.076,06;;;3,49;33,09;22,23;3,932;3,897
2016-05-25;11,67;72,10;46,785;;16,43;69,76;9,73;;53,64;;10.205,21;20.638,62;2.090,54;;;3,38;33,32;22,685;3,971;3,838
2016-05-26;12,025;72,62;46,375;;15,965;70,05;;3,60;53,57;;10.272,71;20.743,90;2.090,10;;;3,31;33,28;22,575;3,98;3,82
2016-05-27;12,00;72,77;46,875;;15,895;69,92;;3,61;53,95;;10.286,31;20.811,14;2.099,06;;;3,31;33,50;22,36;3,995;3,802
2016-05-30;12,035;72,93;47,20;;16,00;70,08;;;53,83;;10.333,23;20.801,13;;;;;33,49;22,545;4,018;3,744
2016-05-31;11,765;72,96;47,015;;15,87;69,43;9,73;;54,00;;10.262,74;20.762,38;2.096,95;;;3,63;33,50;22,30;3,942;3,751
2016-06-01;11,42;72,62;47,11;;15,78;69,55;9,58;3,61;53,24;;10.204,44;20.667,67;2.099,33;;;3,67;33,39;21,76;3,837;3,82
2016-06-02;11,575;72,16;46,825;;15,78;69,54;;3,48;53,40;;10.208,00;20.703,34;2.105,26;;;3,53;33,52;22,025;3,748;3,622
2016-06-03;12,12;71,56;45,715;;15,645;68,35;;;53,25;;10.103,26;20.525,71;2.099,13;;;3,55;;21,85;3,782;3,696
2016-06-06;12,62;71,47;45,93;;15,525;68,83;;;53,04;;10.121,08;20.634,24;2.109,41;;;3,65;33,88;22,225;3,899;3,65
2016-06-07;12,91;72,37;46,32;;15,665;70,69;;3,48;53,36;;10.287,68;20.892,01;2.112,13;;;3,50;34,25;22,93;3,966;3,638
2016-06-08;13,275;71,70;45,665;;15,50;70,22;9,58;3,34;55,90;;10.217,03;20.824,65;2.119,12;;;3,45;34,26;23,50;3,976;3,638
2016-06-09;13,305;71,33;45,39;;14,95;69,55;9,89;3,18;57,04;;10.088,87;20.672,24;2.115,48;;;3,46;33,98;23,50;3,916;3,581
2016-06-10;12,86;69,66;45,90;;14,73;67,77;9,56;3,11;54,75;;9.834,62;20.185,16;2.096,07;;;3,32;33,67;23,15;3,897;3,569
2016-06-13;12,485;68,19;44,63;;14,595;66,87;9,43;;54,17;;9.657,44;19.801,12;2.079,06;;;3,25;33,46;22,98;3,821;3,476
2016-06-14;11,845;67,35;44,325;;14,345;66,46;;3,11;53,94;;9.519,20;19.537,14;2.075,32;;;3,27;;22,14;3,75;3,372
2016-06-15;12,095;67,68;44,40;;14,45;67,98;9,43;3,24;54,03;;9.606,71;19.674,36;2.071,50;;;3,31;33,51;22,20;3,798;3,529
2016-06-16;11,95;67,33;44,745;;14,33;67,84;9,35;3,02;50,94;;9.550,47;19.468,39;2.077,99;;;3,39;33,44;22,295;3,732;3,431
2016-06-17;12,43;67,77;44,43;;14,225;67,51;;3,10;51,63;;9.631,36;19.690,11;2.071,22;;;3,34;33,21;22,985;3,796;
2016-06-20;13,125;69,60;44,80;;14,54;69,71;9,35;;53,91;;9.962,02;20.343,58;2.083,25;;;3,44;33,89;23,905;3,856;3,575
2016-06-21;13,155;70,27;45,27;;14,45;69,81;10,16;;52,50;;10.015,54;20.404,73;2.088,90;;;3,37;34,07;24,31;3,863;4,05
2016-06-22;13,385;70,09;45,42;;14,46;70,52;10,24;;53,36;;10.071,06;20.494,24;2.085,45;;;3,34;34,07;24,175;3,931;4,01
2016-06-23;13,795;71,11;45,76;;14,825;71,87;;3,10;53,60;;10.257,03;20.771,74;2.113,32;;;3,35;34,19;24,84;3,817;3,889
2016-06-24;12,495;67,11;45,20;;14,055;67,07;;2,98;51,54;;9.557,16;19.828,60;2.037,41;;;3,40;33,89;23,66;3,80;3,703
2016-06-27;12,13;65,20;44,25;;13,975;65,19;;;49,50;;9.268,66;18.920,99;2.000,54;;;3,29;33,72;23,43;3,875;3,887
2016-06-28;12,705;66,40;44,375;;14,40;65,81;;;51,00;;9.447,28;19.276,46;2.036,09;;;3,13;34,44;23,60;3,881;3,918
2016-06-29;13,285;67,72;45,055;;15,015;67,53;;;51,70;;9.612,27;19.664,40;2.070,77;;;3,10;34,97;24,795;3,902;4,029
2016-06-30;14,19;67,16;46,095;;15,28;68,64;10,24;2,98;52,71;;9.680,09;19.843,43;2.098,86;;;3,15;35,06;24,95;3,89;4,018
2016-07-01;14,40;67,40;46,23;;;69,46;10,10;3,01;53,73;;9.776,12;20.105,23;2.102,95;;;3,25;35,20;25,235;3,891;4,023
2016-07-04;14,91;67,26;46,26;;15,14;68,87;;;51,77;;9.709,09;19.891,29;;;;;35,40;24,85;3,95;3,966
2016-07-05;14,52;67,01;45,965;;14,87;67,62;;3,01;50,64;;9.532,61;19.482,28;2.088,55;;;3,11;35,14;25,335;3,902;3,953
2016-07-06;13,99;66,70;46,06;;14,50;66,05;10,10;3,54;49,97;;9.373,26;19.206,60;2.099,73;;;3,13;34,93;24,955;3,837;3,925
2016-07-07;14,615;67,40;46,505;;14,655;66,02;10,16;3,54;50,64;;9.418,78;19.404,35;2.097,90;;;3,08;35,30;25,255;3,861;3,925
2016-07-08;14,885;69,37;47,305;;14,815;67,01;;3,64;50,49;;9.629,66;19.720,74;2.129,90;;;3,35;35,75;25,395;3,835;3,858
2016-07-11;15,12;70,60;47,75;;14,98;68,81;10,16;3,64;51,49;;9.833,41;20.173,25;2.137,16;;;3,38;36,24;25,45;3,931;3,922
2016-07-12;15,255;70,86;48,00;;15,11;69,49;10,27;3,67;53,13;;9.964,07;20.320,45;2.152,14;;;3,29;36,41;25,795;3,988;3,838
2016-07-13;15,945;70,40;48,155;;15,08;69,44;10,27;3,74;52,79;;9.930,71;20.376,60;2.152,43;;;3,35;35,99;25,60;3,944;3,815
2016-07-14;15,745;71,32;48,435;;15,395;71,94;10,42;;53,45;;10.068,30;20.562,03;2.163,75;;;3,33;36,39;25,75;4,022;3,801
2016-07-15;15,64;71,19;48,33;;15,455;71,77;;3,74;53,20;;10.066,90;20.554,12;2.161,74;;;3,33;36,13;25,665;4,10;3,721
2016-07-18;15,785;71,73;48,935;;15,315;71,68;;3,72;53,58;;10.063,13;20.629,02;2.166,89;;;3,30;36,11;25,75;4,08;3,755
2016-07-19;15,565;71,65;48,61;;15,25;71,35;10,42;3,75;54,00;;9.981,24;20.727,24;2.163,78;;;3,32;36,13;25,82;3,961;3,799
2016-07-20;15,665;75,72;51,44;;15,245;71,72;10,33;;53,93;;10.142,01;20.874,40;2.173,02;;;3,30;36,51;25,86;3,926;3,797
2016-07-21;15,845;76,67;50,92;;15,175;71,92;;3,75;53,40;;10.156,21;20.783,90;2.165,17;;;3,34;36,23;26,045;3,96;3,743
2016-07-22;15,795;76,64;51,30;;15,30;71,51;;3,62;53,55;;10.147,46;20.809,93;2.175,03;;;3,25;36,32;25,985;3,909;3,818
2016-07-25;15,775;77,09;51,33;;15,30;71,78;;;53,50;;10.198,24;20.878,95;2.168,48;;;3,15;36,20;25,395;3,948;3,846
2016-07-26;15,925;77,71;51,65;;15,14;71,98;;;53,80;;10.247,76;21.008,54;2.169,18;;;3,12;36,53;25,65;3,814;3,837
2016-07-27;15,89;78,20;51,33;;15,16;70,58;;;55,39;;10.319,55;21.217,66;2.166,58;;;3,18;36,39;25,505;3,804;3,779
2016-07-28;15,76;78,25;50,39;;15,175;70,62;;3,62;54,06;;10.274,93;21.088,49;2.170,06;;;3,20;36,01;24,80;3,713;3,769
2016-07-29;15,905;78,41;50,68;;15,225;70,26;;3,78;54,49;;10.337,50;21.164,44;2.173,60;;;3,44;36,13;24,15;3,65;3,872
2016-08-01;15,305;78,41;50,75;;15,28;70,35;;3,84;53,25;;10.330,52;21.173,98;2.170,84;;;3,25;36,28;23,42;3,70;3,822
2016-08-02;15,045;77,05;50,25;;15,175;68,97;;3,89;52,81;;10.144,34;20.882,20;2.157,03;;;3,43;35,28;23,08;3,575;3,807
2016-08-03;15,19;77,14;51,07;;15,20;69,00;10,33;3,84;52,92;;10.170,21;20.814,74;2.163,79;;;3,47;35,58;23,095;3,543;3,829
2016-08-04;15,34;77,20;51,30;;15,225;68,93;10,19;;52,81;;10.227,86;20.951,06;2.164,25;;;3,45;35,84;23,55;3,617;3,835
2016-08-05;15,075;77,65;52,38;;15,515;69,59;;;53,24;;10.367,21;21.212,89;2.182,87;;;3,39;36,50;23,70;3,676;3,833
2016-08-08;15,41;77,43;52,32;;15,51;70,26;;;53,75;;10.432,36;21.282,41;2.180,89;;;3,36;36,52;23,92;3,758;3,856
2016-08-09;15,615;78,84;52,55;;15,76;72,25;10,19;;53,65;;10.692,90;21.576,41;2.181,74;;;3,31;36,60;23,725;3,788;3,829
2016-08-10;15,045;78,65;52,11;;15,655;72,42;9,65;;53,48;;10.650,89;21.630,18;2.175,49;;;3,28;36,58;23,46;3,736;3,891
2016-08-11;15,655;78,92;52,15;;15,755;72,76;;;55,40;;10.742,84;21.838,18;2.185,79;;;3,29;36,80;23,54;3,753;3,864
2016-08-12;15,46;78,56;52,02;;15,635;72,97;9,65;3,84;54,52;;10.713,43;21.837,61;2.184,05;;;3,29;36,64;23,555;3,802;3,927
2016-08-15;15,37;78,77;52,23;;15,60;73,07;9,68;3,92;54,34;;10.739,21;21.850,11;2.190,15;;;3,42;36,79;23,59;3,833;3,902
2016-08-16;15,215;77,99;50,73;;15,49;72,85;;;53,39;;10.676,65;21.677,55;2.178,15;;;;36,29;23,635;3,798;3,839
2016-08-17;14,795;77,70;50,82;;15,305;72,08;9,68;3,92;50,88;;10.537,67;21.469,98;2.182,22;;;3,50;36,23;23,72;3,746;3,843
2016-08-18;14,935;77,68;50,90;;15,395;72,75;9,34;3,80;51,62;;10.603,03;21.687,64;2.187,02;;;3,51;36,11;23,74;3,72;3,812
2016-08-19;14,505;78,01;50,89;;15,205;72,14;9,18;3,80;51,41;;10.544,36;21.581,99;2.183,87;;;3,48;35,92;23,56;3,751;3,807
2016-08-22;14,605;77,31;50,76;;15,17;71,51;9,22;3,91;51,59;;10.494,35;21.515,74;2.182,64;;;3,59;35,72;23,28;3,70;3,82
2016-08-23;14,605;77,78;51,24;;15,12;72,50;;3,91;51,90;;10.592,88;21.697,61;2.186,90;;;3,50;36,04;23,365;3,727;3,845
2016-08-24;14,675;77,86;51,42;;15,075;73,02;9,30;3,92;51,60;;10.622,97;21.653,29;2.175,44;;;3,60;36,09;23,32;3,703;3,85
2016-08-25;14,645;77,50;51,61;;14,995;72,45;9,30;;50,98;;10.529,59;21.480,32;2.172,47;;;3,71;36,05;23,145;3,68;3,855
2016-08-26;14,785;78,08;51,96;;15,075;72,64;9,12;;51,30;;10.587,77;21.560,14;2.169,04;;;3,75;36,30;23,475;3,635;3,822
2016-08-29;14,71;77,85;52,18;;15,05;72,37;9,12;3,92;51,25;;10.544,44;21.518,14;2.180,38;;;3,79;35,96;23,59;3,688;3,781
2016-08-30;14,75;79,68;52,12;;15,075;73,30;9,25;3,99;50,87;;10.657,64;21.599,80;2.176,12;;;3,68;36,06;23,35;3,706;3,764
2016-08-31;14,665;78,76;51,63;;14,97;72,90;9,25;;50,64;;10.592,69;21.396,96;2.170,95;;;3,61;35,70;23,18;3,64;3,755
2016-09-01;14,23;78,80;51,14;;14,875;72,49;9,06;3,99;51,71;;10.534,31;21.452,80;2.170,86;;;3,58;35,62;22,86;3,64;3,753
2016-09-02;15,03;80,40;51,86;;15,07;73,10;;3,84;52,20;;10.683,82;21.733,31;2.179,98;;;3,85;36,19;23,73;3,638;3,70
2016-09-05;15,22;80,70;51,73;;15,05;73,22;;;51,53;;10.672,22;21.772,29;;;;;36,29;23,955;3,72;3,735
2016-09-06;15,155;80,36;51,16;;15,04;73,05;;3,84;51,29;;10.687,14;21.775,48;2.186,48;;;4,19;36,43;23,47;3,829;3,727
2016-09-07;15,195;80,66;51,27;;15,04;74,29;;3,99;51,26;;10.752,98;21.787,62;2.186,16;;;4,57;36,41;23,80;3,897;3,788
2016-09-08;15,18;80,05;51,05;;15,02;73,74;9,06;4,09;51,15;;10.675,29;21.674,71;2.181,30;;;4,85;36,29;23,99;3,892;3,771
2016-09-09;14,90;78,85;51,05;;14,78;72,58;9,29;4,01;50,47;;10.573,44;21.315,42;2.127,81;;;4,70;35,78;23,485;3,792;3,743
2016-09-12;14,645;78,38;50,18;;14,55;71,42;8,00;4,13;49,26;;10.431,77;21.164,70;2.159,04;;;4,83;35,44;23,235;3,799;3,709
2016-09-13;14,505;78,23;49,96;;14,415;71,19;7,64;3,90;50,11;;10.386,60;21.060,77;2.127,02;;;4,65;35,12;22,73;3,773;3,789
2016-09-14;14,725;78,54;50,17;;14,36;71,29;;3,90;49,95;;10.378,40;21.077,25;2.125,77;;;4,85;35,13;22,565;3,751;3,699
2016-09-15;14,61;78,81;50,68;;14,385;71,60;7,64;4,65;49,975;;10.431,20;21.106,31;2.147,26;;;4,89;35,48;22,48;3,735;3,707
2016-09-16;14,35;77,81;51,10;;14,435;70,30;7,10;5,07;49,35;;10.276,17;21.027,76;2.139,16;;;5,10;35,53;22,405;3,72;3,709
2016-09-19;14,77;79,05;51,40;;14,51;70,69;7,20;5,04;49,37;;10.373,87;21.193,35;2.139,12;;;5,24;35,76;22,705;3,685;3,734
2016-09-20;14,595;79,77;50,90;;14,50;71,09;7,03;5,04;48,955;;10.393,86;21.232,53;2.139,76;;;5,06;36,01;22,45;3,753;3,759
2016-09-21;14,51;80,19;51,51;;14,785;71,56;7,03;4,97;49,25;;10.436,49;21.247,10;2.163,12;;;4,92;36,60;22,57;3,74;3,857
2016-09-22;15,095;82,36;51,51;;15,325;73,55;7,28;;49,50;;10.674,18;21.671,97;2.177,18;;;4,88;36,78;23,05;3,75;3,869
2016-09-23;;81,63;51,24;;15,275;73,31;;4,97;50,30;;10.626,97;21.549,48;2.164,69;;;5,28;36,68;22,92;3,739;3,996
2016-09-26;14,735;80,46;50,48;;14,97;72,48;;4,68;52,90;;10.393,71;21.334,09;2.146,10;;;5,61;36,13;22,57;3,705;3,951
2016-09-27;14,53;80,85;51,32;;14,93;72,36;;;52,75;;10.361,48;21.319,76;2.159,93;;;5,64;36,54;22,165;3,695;4,002
2016-09-28;14,935;81,36;51,62;;14,87;73,06;7,28;;53,08;;10.438,34;21.549,38;2.171,37;;;5,61;36,60;22,345;3,66;4,049
2016-09-29;15,35;80,74;51,63;;14,95;74,36;6,99;;56,06;;10.405,54;21.493,56;2.151,13;;;5,55;36,61;23,55;3,795;4,045
2016-09-30;15,335;80,92;51,53;;14,92;76,11;;;56,18;;10.511,02;21.583,98;2.168,27;;;5,30;36,47;23,51;3,794;3,947
2016-10-03;;;;;;;6,99;4,68;;;;;2.161,20;;;5,07;;;;
2016-10-04;15,27;81,47;51,33;;15,025;77,58;6,89;4,79;56,45;;10.619,61;21.700,25;2.150,49;;;4,86;36,76;24,32;3,835;4,545
2016-10-05;14,71;;51,61;;14,755;77,44;;5,05;55,80;;10.585,78;21.570,17;2.159,73;;;4,87;36,46;24,46;3,799;4,425
2016-10-06;14,46;81,09;51,60;;14,455;78,24;;5,08;54,68;;10.568,80;21.559,08;2.160,77;;;5,08;36,37;24,395;3,862;4,704
2016-10-07;13,395;80,13;51,76;;14,36;78,15;6,89;;55,37;;10.490,86;21.275,37;2.153,74;;;4,90;36,22;24,47;3,851;4,667
2016-10-10;13,36;80,82;52,11;;14,52;78,52;7,22;;55,50;;10.624,08;21.474,68;2.163,66;;;5,08;36,54;25,00;3,956;4,641
2016-10-11;13,595;80,41;51,87;;14,52;78,33;;;55,29;;10.577,16;21.316,29;2.136,73;;;4,97;36,14;24,63;3,964;4,533
2016-10-12;13,585;79,14;51,66;;14,32;78,33;;;55,25;;10.523,07;21.247,90;2.139,18;;;5,27;36,27;24,59;4,025;4,343
2016-10-13;13,385;78,60;51,43;;14,18;77,83;7,22;5,08;55,10;;10.414,07;21.087,71;2.132,55;;;4,88;35,96;24,385;3,873;4,362
2016-10-14;13,955;78,96;52,34;;14,35;79,26;7,42;5,07;54,85;;10.580,38;21.320,94;2.132,98;;;4,83;36,30;24,62;3,899;4,361
2016-10-17;13,835;78,57;51,99;;14,31;78,28;7,32;5,07;54,70;;10.503,57;21.235,46;2.126,50;;;4,93;;24,08;3,875;4,469
2016-10-18;14,25;79,87;52,57;;14,525;78,93;;5,29;54,95;;10.631,55;21.448,43;2.139,60;;;4,92;;24,40;3,874;4,421
2016-10-19;14,23;79,47;52,45;;14,42;79,11;7,32;5,28;55,22;;10.645,68;21.552,85;2.144,29;;;4,93;36,89;24,66;3,90;4,461
2016-10-20;14,18;79,31;52,16;;14,485;79,64;7,49;;55,00;;10.701,39;21.400,38;2.141,34;;;4,97;36,83;24,64;3,918;4,525
2016-10-21;14,045;81,98;55,19;;14,525;79,81;;5,28;55,02;;10.710,73;21.341,39;2.141,16;;;4,85;36,89;24,67;3,906;4,607
2016-10-24;14,00;81,43;55,66;;14,685;80,00;7,49;5,35;55,32;;10.761,17;21.423,54;2.151,33;;;4,88;37,03;24,65;3,94;4,536
2016-10-25;14,09;81,07;55,96;;15,14;80,44;7,26;5,50;55,13;;10.757,31;21.270,76;2.143,16;;;4,94;37,07;24,655;3,936;4,474
2016-10-26;14,305;80,82;55,87;;15,07;79,58;7,26;5,59;54,65;;10.709,68;21.222,12;2.139,43;;;4,87;36,93;24,31;3,913;4,427
2016-10-27;14,20;80,70;55,47;;15,015;80,16;7,24;5,60;54,25;;10.717,08;21.237,04;2.133,04;;;4,57;36,63;24,60;3,886;4,441
2016-10-28;14,13;80,66;55,27;;14,915;80,52;;6,86;54,47;;10.696,19;21.162,01;2.126,41;;;4,57;36,44;24,31;3,873;4,366
2016-10-31;14,46;80,24;55,10;;14,845;80,30;;6,56;54,28;;10.665,01;21.146,23;2.126,15;;;4,43;36,40;23,89;3,928;4,319
2016-11-01;14,24;78,52;54,13;;14,65;78,95;;6,56;54,12;;10.526,16;20.892,70;2.111,72;;;4,35;36,02;24,605;4,00;4,232
2016-11-02;13,75;77,50;53,74;;14,49;78,10;;6,60;53,00;;10.370,93;20.705,33;2.097,94;;;4,10;35,51;24,04;3,933;4,128
2016-11-03;14,115;76,69;53,31;;14,465;77,21;;;53,89;;10.325,88;20.648,27;2.088,66;;;3,92;35,48;24,03;3,932;4,156
